"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2015. év)"

" ";"Mutatók";
"Terület";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Nagyesztergár";"40";"14";"9";" ";
"Olaszfalu";"22";"12";"8";" ";
"Pénzesgyõr";"13";"5";"4";" ";
"Porva";"8";"4";"4";" ";
"Szápár";"7";"2";" ";" ";
"Zirc";"96";"37";"21";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Veszprém megye területre nem bontható adatai";" ";" ";" ";" ";
"Nyugat-Dunántúl (Gyõr-Moson-Sopron, Vas, Zala)";"17660";"7363";"4395";" ";
"Gyõr-Moson-Sopron megye";"4490";"1468";"863";" ";
"Csornai járás";"319";"77";"48";" ";
"Acsalag";"11";"1";"1";" ";
"Bágyogszovát";"18";"3";"2";" ";
"Barbacs";"10";"4";"2";" ";
"Bodonhely";"6";"1";"1";" ";
"Bogyoszló";"6";"4";"2";" ";
"Bõsárkány";"16";"1";"1";" ";
"Cakóháza";"3";"1";" ";" ";
"Csorna";"92";"18";"10";" ";
"Dör";"4";"2";"2";" ";
"Egyed";"4";" ";" ";" ";
"Farád";"12";"1";"1";" ";
"Jobaháza";"8";"3";"2";" ";
"Kóny";"21";"4";"3";" ";
"Maglóca";"3";" ";" ";" ";
"Magyarkeresztúr";"6";"1";"1";" ";
"Markotabödöge";"2";" ";" ";" ";
"Páli";"9";"3";"1";" ";
"Pásztori";"1";" ";" ";" ";
"Potyond";"1";" ";" ";" ";
"Rábacsanak";"5";"2";"2";" ";
"Rábapordány";"13";"4";"2";" ";
"Rábasebes";" ";" ";" ";" ";
"Rábaszentandrás";"2";"1";"1";" ";
"Rábatamási";"9";"2";"2";" ";
"Rábcakapi";"4";"2";"2";" ";
"Sobor";"5";"2";"1";" ";
"Sopronnémeti";"5";"1";"1";" ";
"Szany";"14";"7";"4";" ";
"Szil";"16";"2";" ";" ";
"Szilsárkány";"4";"1";"1";" ";
"Tárnokréti";"3";"2";"1";" ";
"Vág";"6";"4";"2";" ";
"Zsebeháza";" ";" ";" ";" ";
"Gyõri járás";"2442";"953";"544";" ";
"Abda";"36";"19";"11";" ";
"Bezi";"8";"2";"1";" ";
"Bõny";"35";"16";"8";" ";
"Börcs";"22";"5";"5";" ";
"Dunaszeg";"31";"11";"5";" ";
"Dunaszentpál";"8";"1";"1";" ";
"Enese";"21";"10";"8";" ";
"Fehértó";"12";"4";"2";" ";
"Gönyû";"42";"9";"2";" ";
"Gyõr";"1691";"686";"388";" ";
"Gyõrladamér";"14";"6";"4";" ";
"Gyõrság";"17";"1";" ";" ";
"Gyõrsövényház";"6";"1";"1";" ";
"Gyõrújbarát";"63";"21";"13";" ";
"Gyõrújfalu";"17";"6";"6";" ";
"Gyõrzámoly";"13";"4";"3";" ";
"Ikrény";"33";"9";"6";" ";
"Kajárpéc";"32";"10";"8";" ";
"Kisbajcs";"7";"3";"2";" ";
"Koroncó";"33";"20";"9";" ";
"Kunsziget";"7";"2";"1";" ";
"Mezõörs";"5";"1";"1";" ";
"Mosonszentmiklós";"37";"17";"9";" ";
"Nagybajcs";"14";"6";"4";" ";
"Nagyszentjános";"30";"7";"5";" ";
"Nyúl";"38";"13";"12";" ";
"Öttevény";"30";"11";"4";" ";
"Pér";"29";"14";"8";" ";
"Rábapatona";"22";"8";"5";" ";
"Rétalap";"3";"1";"1";" ";
"Sokorópátka";"10";"3";" ";" ";
"Tényõ";"29";"8";"4";" ";
"Töltéstava";"27";"9";"6";" ";
"Vámosszabadi";"17";"7";" ";" ";
"Vének";"3";"2";"1";" ";
"Kapuvári járás";"238";"41";"30";" ";
"Agyagosszergény";"8";" ";" ";" ";
"Babót";"8";"3";"3";" ";
"Beled";"39";"6";"5";" ";
"Cirák";"4";" ";" ";" ";
"Dénesfa";"3";" ";" ";" ";
"Edve";"1";" ";" ";" ";
"Gyóró";"3";"2";"1";" ";
"Himod";"9";"3";"2";" ";
"Hövej";"5";"1";"1";" ";
"Kapuvár";"96";"16";"11";" ";
"Kisfalud";"7";" ";" ";" ";
"Mihályi";"9";"2";"2";" ";
"Osli";"3";" ";" ";" ";
"Rábakecöl";"5";"1";"1";" ";
"Répceszemere";"5";"1";"1";" ";
"Szárföld";"13";"1";" ";" ";
"Vadosfa";" ";" ";" ";" ";
"Vásárosfalu";" ";" ";" ";" ";
"Veszkény";"11";"3";"2";" ";
"Vitnyéd";"9";"2";"1";" ";
"Mosonmagyaróvári járás";"561";"119";"66";" ";
"Ásványráró";"13";"3";"2";" ";
"Bezenye";"11";"3";"1";" ";
"Darnózseli";"15";"2";"1";" ";
"Dunakiliti";"7";"1";"1";" ";
"Dunaremete";"2";"1";" ";" ";
"Dunasziget";"11";"1";" ";" ";
"Feketeerdõ";"3";" ";" ";" ";
"Halászi";"23";"6";"3";" ";
"Hédervár";"8";"1";"1";" ";
"Hegyeshalom";"28";"6";"2";" ";
"Jánossomorja";"53";"9";"5";" ";
"Károlyháza";"7";"1";"1";" ";
"Kimle";"28";"9";"6";" ";
"Kisbodak";"4";"1";"1";" ";
"Lébény";"25";"5";"3";" ";
"Levél";"15";"4";"3";" ";
"Lipót";"6";" ";" ";" ";
"Máriakálnok";"10";" ";" ";" ";
"Mecsér";"8";"1";" ";" ";
"Mosonmagyaróvár";"234";"52";"28";" ";
"Mosonszolnok";"13";"1";"1";" ";
"Mosonudvar";"4";"2";"1";" ";
"Püski";"1";" ";" ";" ";
"Rajka";"10";"2";"1";" ";
"Újrónafõ";"15";"5";"3";" ";
"Várbalog";"7";"3";"2";" ";
"Pannonhalmi járás";"189";"61";"35";" ";
"Bakonygyirót";"2";"1";"1";" ";
"Bakonypéterd";"4";"1";"1";" ";
"Bakonyszentlászló";"20";"6";"2";" ";
"Écs";"15";"2";"2";" ";
"Fenyõfõ";"2";"1";"1";" ";
"Gyõrasszonyfa";"10";"4";"3";" ";
"Lázi";"8";" ";" ";" ";
"Nyalka";"3";" ";" ";" ";
"Pannonhalma";"49";"17";"9";" ";
"Pázmándfalu";"12";"6";"4";" ";
"Ravazd";"9";"4";"1";" ";
"Románd";"5";" ";" ";" ";
"Sikátor";"4";"2";"2";" ";
"Táp";"8";"6";"3";" ";
"Tápszentmiklós";"9";"1";"1";" ";
"Tarjánpuszta";"9";"4";"2";" ";
"Veszprémvarsány";"20";"6";"3";" ";
"Soproni járás";"524";"118";"74";" ";
"Ágfalva";"13";"1";"1";" ";
"Csáfordjánosfa";"1";" ";" ";" ";
"Csapod";"2";" ";" ";" ";
"Csér";" ";" ";" ";" ";
"Ebergõc";" ";" ";" ";" ";
"Egyházasfalu";"1";" ";" ";" ";
"Fertõboz";"2";" ";" ";" ";
"Fertõd";"23";"3";"3";" ";
"Fertõendréd";"6";" ";" ";" ";
"Fertõhomok";"4";" ";" ";" ";
"Fertõrákos";"10";"3";"1";" ";
"Fertõszentmiklós";"18";"4";"3";" ";
"Fertõszéplak";"12";"1";"1";" ";
"Gyalóka";" ";" ";" ";" ";
"Harka";"21";"4";"3";" ";
"Hegykõ";"7";"3";" ";" ";
"Hidegség";"2";" ";" ";" ";
"Iván";"21";"7";"5";" ";
"Kópháza";"14";"6";"3";" ";
"Lövõ";"5";"3";"3";" ";
"Nagycenk";"11";"6";"4";" ";
"Nagylózs";"3";" ";" ";" ";
"Nemeskér";"1";" ";" ";" ";
"Pereszteg";"10";"3";"1";" ";
"Petõháza";"5";" ";" ";" ";
"Pinnye";"5";"1";"1";" ";
"Pusztacsalád";"1";" ";" ";" ";
"Répcevis";"2";"1";"1";" ";
"Röjtökmuzsaj";"1";" ";" ";" ";
"Sarród";"2";" ";" ";" ";
"Sopron";"298";"71";"43";" ";
"Sopronhorpács";"3";"1";"1";" ";
"Sopronkövesd";"11";" ";" ";" ";
"Szakony";"2";" ";" ";" ";
"Újkér";"2";" ";" ";" ";
"Und";"1";" ";" ";" ";
"Völcsej";"2";" ";" ";" ";
"Zsira";"2";" ";" ";" ";
"Téti járás";"217";"99";"66";" ";
"Árpás";" ";" ";" ";" ";
"Csikvánd";"5";"3";"3";" ";
"Felpéc";"14";"7";"6";" ";
"Gyarmat";"14";"8";"6";" ";
"Gyömöre";"33";"19";"13";" ";
"Gyõrszemere";"40";"16";"9";" ";
"Kisbabot";"1";"1";"1";" ";
"Mérges";"2";" ";" ";" ";
"Mórichida";"6";"2";"1";" ";
"Rábacsécsény";"10";"6";"1";" ";
"Rábaszentmihály";"4";"3";"2";" ";
"Rábaszentmiklós";"3";"3";"2";" ";
"Szerecseny";"22";"10";"8";" ";
"Tét";"63";"21";"14";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Gyõr-Sopron megye területre nem bontható adatai";" ";" ";" ";" ";
"Vas megye";"4530";"2036";"1207";" ";
"Celldömölki járás";"577";"237";"146";" ";
"Boba";"12";"3";"1";" ";
"Borgáta";"7";"5";"3";" ";
"Celldömölk";"220";"76";"49";" ";
"Csönge";"13";"9";"5";" ";
"Duka";"13";"6";"4";" ";
"Egyházashetye";"10";"6";"4";" ";
"Jánosháza";"70";"33";"19";" ";
"Karakó";"3";"1";"1";" ";
"Keléd";"4";"1";" ";" ";
"Kemeneskápolna";"2";"1";"1";" ";
"Kemenesmagasi";"19";"7";"4";" ";
"Kemenesmihályfa";"18";"6";"4";" ";
"Kemenespálfa";"21";"9";"4";" ";
"Kemenessömjén";"16";"5";"3";" ";
"Kemenesszentmárton";"1";"1";" ";" ";
"Kenyeri";"19";"2";"2";" ";
"Kissomlyó";"7";"5";"2";" ";
"Köcsk";"7";"2";"1";" ";
"Mersevát";"10";"6";"3";" ";
"Mesteri";"5";"2";"1";" ";
"Nagysimonyi";"21";"11";"5";" ";
"Nemeskeresztúr";"5";"3";"3";" ";
"Nemeskocs";"5";"2";"2";" ";
"Ostffyasszonyfa";"18";"5";"2";" ";
"Pápoc";"5";"2";"2";" ";
"Szergény";"9";"5";"2";" ";
"Tokorcs";"10";"6";"4";" ";
"Vönöck";"27";"17";"15";" ";
"Körmendi járás";"479";"196";"116";" ";
"Bajánsenye";"12";"4";"3";" ";
"Csákánydoroszló";"22";"9";"4";" ";
"Daraboshegy";"4";"2";"2";" ";
"Döbörhegy";"6";"3";"2";" ";
"Döröske";"1";" ";" ";" ";
"Egyházashollós";"22";"9";"4";" ";
"Egyházasrádóc";"20";"11";"8";" ";
"Felsõjánosfa";"2";" ";" ";" ";
"Felsõmarác";" ";" ";" ";" ";
"Halastó";"2";" ";" ";" ";
"Halogy";"13";"8";"2";" ";
"Harasztifalu";"3";"1";" ";" ";
"Hegyháthodász";"10";"6";"5";" ";
"Hegyhátsál";"2";"1";"1";" ";
"Hegyhátszentjakab";"6";"3";"2";" ";
"Hegyhátszentmárton";"2";" ";" ";" ";
"Ispánk";"2";" ";" ";" ";
"Ivánc";"9";"3";" ";" ";
"Katafa";"8";"3";" ";" ";
"Kemestaródfa";"1";" ";" ";" ";
"Kercaszomor";"5";"4";"4";" ";
"Kerkáskápolna";"1";" ";" ";" ";
"Kisrákos";" ";" ";" ";" ";
"Körmend";"190";"75";"44";" ";
"Magyarnádalja";"4";"2";"2";" ";
"Magyarszecsõd";"11";"6";"5";" ";
"Magyarszombatfa";"2";"2";"2";" ";
"Molnaszecsõd";"7";"2";"2";" ";
"Nádasd";"17";"8";"5";" ";
"Nagykölked";"4";"3";"1";" ";
"Nagymizdó";" ";" ";" ";" ";
"Nagyrákos";"5";" ";" ";" ";
"Nemesrempehollós";"5";"4";"2";" ";
"Õrimagyarósd";"9";"6";"3";" ";
"Õriszentpéter";"27";"8";"7";" ";
"Pankasz";"14";"5";"3";" ";
"Pinkamindszent";"4";"1";" ";" ";
"Rádóckölked";"1";" ";" ";" ";
"Szaknyér";"1";" ";" ";" ";
"Szalafõ";"3";"1";"1";" ";
"Szarvaskend";"3";"2";"1";" ";
"Szatta";"3";" ";" ";" ";
"Szõce";"7";"1";"1";" ";
"Vasalja";"7";"2";" ";" ";
"Velemér";" ";" ";" ";" ";
"Viszák";"2";"1";" ";" ";
"Kõszegi járás";"440";"201";"118";" ";
"Bozsok";"5";"3";"2";" ";
"Bük";"65";"28";"23";" ";
"Cák";"4";"1";"1";" ";
"Csepreg";"61";"27";"13";" ";
"Gyöngyösfalu";"10";"5";"1";" ";
"Horvátzsidány";"15";"9";"3";" ";
"Iklanberény";"1";" ";" ";" ";
"Kiszsidány";"3";" ";" ";" ";
"Kõszeg";"213";"102";"60";" ";
"Kõszegdoroszló";"5";"2";"2";" ";
"Kõszegpaty";"2";"2";" ";" ";
"Kõszegszerdahely";"7";"3";"2";" ";
"Lócs";" ";" ";" ";" ";
"Lukácsháza";"20";"11";"7";" ";
"Nemescsó";"6";"2";"1";" ";
"Ólmod";"2";" ";" ";" ";
"Peresznye";"3";" ";" ";" ";
"Pusztacsó";"2";"2";"2";" ";
"Tormásliget";"7";"2";"1";" ";
"Tömörd";"2";" ";" ";" ";
"Velem";"7";"2";" ";" ";
"Sárvári járás";"657";"274";"165";" ";
"Bejcgyertyános";"13";"6";"4";" ";
"Bõ";"7";"4";"3";" ";
"Bögöt";"6";"4";"1";" ";
"Bögöte";"8";"6";"6";" ";
"Chernelházadamonya";"1";"1";"1";" ";
"Csánig";"3";" ";" ";" ";
"Csénye";"12";"3";"1";" ";
"Gérce";"17";"8";"3";" ";
"Gór";"4";"2";"2";" ";
"Hegyfalu";"9";"5";"3";" ";
"Hosszúpereszteg";"11";"5";"3";" ";
"Ikervár";"27";"11";"5";" ";
"Jákfa";"7";"4";"4";" ";
"Káld";"33";"9";"3";" ";
"Kenéz";"1";"1";"1";" ";
"Megyehíd";"3";"2";" ";" ";
"Meggyeskovácsi";"33";"16";"10";" ";
"Mesterháza";"2";"2";"1";" ";
"Nagygeresd";"3";"2";"2";" ";
"Nemesládony";" ";" ";" ";" ";
"Nick";"8";"2";"1";" ";
"Nyõgér";"8";"4";"3";" ";
"Ölbõ";"17";"9";"4";" ";
"Pecöl";"14";"5";"4";" ";
"Porpác";"10";"1";" ";" ";
"Pósfa";"1";"1";"1";" ";
"Rábapaty";"30";"13";"6";" ";
"Répcelak";"37";"8";"5";" ";
"Répceszentgyörgy";" ";" ";" ";" ";
"Sajtoskál";"5";"2";"1";" ";
"Sárvár";"229";"89";"59";" ";
"Simaság";"15";"5";"5";" ";
"Sitke";"13";"5";"3";" ";
"Sótony";"17";"9";"5";" ";
"Szeleste";"16";"10";"6";" ";
"Tompaládony";"3";"1";" ";" ";
"Uraiújfalu";"8";"6";"4";" ";
"Vámoscsalád";"4";"2";"2";" ";
"Vásárosmiske";"4";" ";" ";" ";
"Vasegerszeg";"4";"3";"1";" ";
"Vashosszúfalu";"12";"7";"2";" ";
"Zsédeny";"2";"1";" ";" ";
"Szentgotthárdi járás";"293";"135";"75";" ";
"Alsószölnök";"11";"7";"3";" ";
"Apátistvánfalva";"6";"1";" ";" ";
"Csörötnek";"25";"14";"8";" ";
"Felsõszölnök";"10";"6";"5";" ";
"Gasztony";"6";"3";"2";" ";
"Kétvölgy";"4";"4";"2";" ";
"Kondorfa";"10";"6";"5";" ";
"Magyarlak";"16";"2";" ";" ";
"Nemesmedves";"1";" ";" ";" ";
"Orfalu";" ";" ";" ";" ";
"Rábagyarmat";"11";"4";"3";" ";
"Rátót";"8";"2";"2";" ";
"Rönök";"17";"8";"7";" ";
"Szakonyfalu";"11";"9";"5";" ";
"Szentgotthárd";"153";"68";"32";" ";
"Vasszentmihály";"4";"1";"1";" ";
"Szombathelyi járás";"1715";"838";"509";" ";
"Acsád";"6";"2";"1";" ";
"Balogunyom";"21";"7";"4";" ";
"Bozzai";"8";"4";"3";" ";
"Bucsu";"5";"1";"1";" ";
"Csempeszkopács";"2";" ";" ";" ";
"Dozmat";"6";"3";"2";" ";
"Felsõcsatár";"8";"3";"2";" ";
"Gencsapáti";"24";"13";"11";" ";
"Gyanógeregye";"3";" ";" ";" ";
"Horvátlövõ";"2";"1";" ";" ";
"Ják";"28";"7";"6";" ";
"Kisunyom";"6";"2";"1";" ";
"Meszlen";"12";"4";"1";" ";
"Nárai";"17";"4";"1";" ";
"Narda";"11";"6";"2";" ";
"Nemesbõd";"6";"4";"2";" ";
"Nemeskolta";"2";"2";"1";" ";
"Perenye";"7";"1";"1";" ";
"Pornóapáti";"7";"3";"1";" ";
"Rábatöttös";"4";" ";" ";" ";
"Rum";"14";"5";"3";" ";
"Salköveskút";"5";"5";"3";" ";
"Sé";"15";"7";"7";" ";
"Sorkifalud";"15";"6";"2";" ";
"Sorkikápolna";"2";" ";" ";" ";
"Sorokpolány";"13";"9";"3";" ";
"Söpte";"7";"4";"1";" ";
"Szentpéterfa";"15";"3";"2";" ";
"Szombathely";"1198";"597";"371";" ";
"Tanakajd";"8";"6";"5";" ";
"Táplánszentkereszt";"46";"20";"14";" ";
"Torony";"64";"44";"23";" ";
"Vasasszonyfa";"10";"3";"2";" ";
"Vaskeresztes";"4";"2";"2";" ";
"Vassurány";"12";"4";"2";" ";
"Vasszécseny";"10";"4";"2";" ";
"Vasszilvágy";"16";"6";"1";" ";
"Vát";"15";"11";"8";" ";
"Vép";"60";"35";"18";" ";
"Zsennye";"1";" ";" ";" ";
"Vasvári járás";"369";"155";"78";" ";
"Alsóújlak";"16";"7";"3";" ";
"Andrásfa";"7";"5";"4";" ";
"Bérbaltavár";"21";"13";"6";" ";
"Csehi";"9";"2";"1";" ";
"Csehimindszent";"9";"1";" ";" ";
"Csipkerek";"9";"4";"1";" ";
"Egervölgy";"10";"5";"2";" ";
"Gersekarát";"11";"6";"3";" ";
"Gyõrvár";"20";"9";"8";" ";
"Hegyhátszentpéter";"2";"1";" ";" ";
"Kám";"5";" ";" ";" ";
"Mikosszéplak";"20";"8";"3";" ";
"Nagytilaj";"8";"2";"1";" ";
"Olaszfa";"9";"3";" ";" ";
"Oszkó";"18";"5";"2";" ";
"Pácsony";"7";"2";"1";" ";
"Petõmihályfa";"9";"2";" ";" ";
"Püspökmolnári";"18";"8";"3";" ";
"Rábahídvég";"30";"12";"4";" ";
"Sárfimizdó";"2";"2";" ";" ";
"Szemenye";"4";"1";"1";" ";
"Telekes";"27";"15";"7";" ";
"Vasvár";"98";"42";"28";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Vas megye területre nem bontható adatai";" ";" ";" ";" ";
"Zala megye";"8640";"3859";"2325";" ";
"Keszthelyi járás";"1344";"529";"334";" ";
"Alsópáhok";"32";"6";"4";" ";
"Balatongyörök";"17";"7";"6";" ";
"Bókaháza";"18";"12";"9";" ";
"Cserszegtomaj";"60";"26";"14";" ";
"Dióskál";"28";"10";"6";" ";
"Egeraracsa";"15";"7";"5";" ";
"Esztergályhorváti";"25";"12";"7";" ";
"Felsõpáhok";"9";"5";"4";" ";
"Gétye";"4";"1";" ";" ";
"Gyenesdiás";"84";"33";"19";" ";
"Hévíz";"65";"23";"15";" ";
"Karmacs";"38";"10";"5";" ";
"Keszthely";"521";"221";"140";" ";
"Ligetfalva";"1";" ";" ";" ";
"Nemesbük";"18";"9";"4";" ";
"Rezi";"53";"18";"14";" ";
"Sármellék";"49";"15";"7";" ";
"Szentgyörgyvár";"11";"5";"3";" ";
"Vállus";"3";" ";" ";" ";
"Várvölgy";"39";"21";"17";" ";
"Vindornyafok";"3";"2";" ";" ";
"Vindornyalak";"6";"4";"3";" ";
"Vindornyaszõlõs";"15";"7";"3";" ";
"Vonyarcvashegy";"55";"14";"9";" ";
"Zalaapáti";"48";"14";"8";" ";
"Zalacsány";"44";"15";"13";" ";
"Zalaköveskút";" ";" ";" ";" ";
"Zalaszántó";"40";"19";"11";" ";
"Zalaszentmárton";"2";"1";" ";" ";
"Zalavár";"41";"12";"8";" ";
"Lenti járás";"452";"225";"119";" ";
"Alsószenterzsébet";"2";" ";" ";" ";
"Baglad";"3";"1";"1";" ";
"Barlahida";"4";"4";"2";" ";
"Belsõsárd";"2";"1";"1";" ";
"Bödeháza";" ";" ";" ";" ";
"Csesztreg";"16";"4";"2";" ";
"Csömödér";"17";"13";"2";" ";
"Dobri";"6";"2";" ";" ";
"Felsõszenterzsébet";" ";" ";" ";" ";
"Gáborjánháza";"2";"1";"1";" ";
"Gosztola";"1";" ";" ";" ";
"Hernyék";"7";"5";"4";" ";
"Iklódbördõce";"7";"6";"1";" ";
"Kálócfa";"8";"4";"2";" ";
"Kányavár";"5";"3";"1";" ";
"Kerkabarabás";"4";"2";" ";" ";
"Kerkafalva";" ";" ";" ";" ";
"Kerkakutas";"2";" ";" ";" ";
"Kerkateskánd";"4";"2";"1";" ";
"Kissziget";"8";"6";"2";" ";
"Kozmadombja";"3";"2";"1";" ";
"Külsõsárd";"3";"1";" ";" ";
"Lendvadedes";" ";" ";" ";" ";
"Lendvajakabfa";" ";" ";" ";" ";
"Lenti";"133";"57";"37";" ";
"Lovászi";"34";"16";"11";" ";
"Magyarföld";"2";" ";" ";" ";
"Márokföld";"4";"3";"2";" ";
"Mikekarácsonyfa";"17";"12";"4";" ";
"Nemesnép";"3";"1";"1";" ";
"Nova";"22";"9";"2";" ";
"Ortaháza";"6";"4";"1";" ";
"Páka";"20";"9";"7";" ";
"Pórszombat";"3";"1";" ";" ";
"Pördefölde";"3";"1";"1";" ";
"Pusztaapáti";"4";"2";" ";" ";
"Ramocsa";"2";" ";" ";" ";
"Rédics";"21";"15";"7";" ";
"Resznek";"6";"2";" ";" ";
"Szécsisziget";"2";"1";" ";" ";
"Szentgyörgyvölgy";"10";"7";"5";" ";
"Szijártóháza";"1";" ";" ";" ";
"Szilvágy";"5";"3";"2";" ";
"Tormafölde";"11";"4";"4";" ";
"Tornyiszentmiklós";"9";"4";"3";" ";
"Zalabaksa";"23";"15";"10";" ";
"Zalaszombatfa";"1";" ";" ";" ";
"Zebecke";"6";"2";"1";" ";
"Letenyei járás";"621";"267";"131";" ";
"Bánokszentgyörgy";"19";"7";"3";" ";
"Bázakerettye";"15";"5";"2";" ";
"Becsehely";"81";"39";"23";" ";
"Borsfa";"21";"10";"4";" ";
"Bucsuta";"7";"3";"2";" ";
"Csörnyeföld";"30";"13";"6";" ";
"Kerkaszentkirály";"2";" ";" ";" ";
"Kiscsehi";"4";"3";"2";" ";
"Kistolmács";"11";"3";"1";" ";
"Lasztonya";"14";"9";"5";" ";
"Letenye";"157";"62";"29";" ";
"Lispeszentadorján";"20";"9";"5";" ";
"Maróc";"8";"3";" ";" ";
"Molnári";"16";"4";"1";" ";
"Murarátka";"12";"5";"2";" ";
"Muraszemenye";"27";"8";"4";" ";
"Oltárc";"12";"5";"3";" ";
"Petrivente";"14";"4";"1";" ";
"Pusztamagyaród";"18";"4";"2";" ";
"Semjénháza";"14";"6";"4";" ";
"Szentliszló";"12";"9";"5";" ";
"Szentmargitfalva";"5";"3";"1";" ";
"Tótszentmárton";"44";"25";"16";" ";
"Tótszerdahely";"23";"7";"3";" ";
"Valkonya";"3";"3";"2";" ";
"Várfölde";"7";"4";"1";" ";
"Zajk";"25";"14";"4";" ";
"Nagykanizsai járás";"3159";"1643";"1075";" ";
"Alsórajk";"11";"5";"2";" ";
"Balatonmagyaród";"15";"7";"4";" ";
"Belezna";"59";"30";"19";" ";
"Bocska";"20";"8";"8";" ";
"Börzönce";"6";"6";"4";" ";
"Csapi";"11";"7";"3";" ";
"Eszteregnye";"37";"16";"9";" ";
"Felsõrajk";"18";"7";"5";" ";
"Fityeház";"21";"12";"7";" ";
"Fûzvölgy";"2";"1";" ";" ";
"Galambok";"86";"51";"25";" ";
"Garabonc";"34";"9";"6";" ";
"Gelse";"40";"28";"19";" ";
"Gelsesziget";"9";"6";"3";" ";
"Hahót";"54";"29";"21";" ";
"Homokkomárom";"16";"15";"11";" ";
"Hosszúvölgy";"13";"9";"8";" ";
"Kacorlak";"10";"9";"5";" ";
"Kerecseny";"26";"14";"9";" ";
"Kilimán";"7";"4";"2";" ";
"Kisrécse";"19";"13";"9";" ";
"Liszó";"10";"5";"1";" ";
"Magyarszentmiklós";"8";"3";"2";" ";
"Magyarszerdahely";"14";"8";"5";" ";
"Miháld";"53";"29";"17";" ";
"Murakeresztúr";"77";"31";"18";" ";
"Nagybakónak";"39";"26";"15";" ";
"Nagykanizsa";"1682";"855";"583";" ";
"Nagyrada";"19";"8";"5";" ";
"Nagyrécse";"27";"11";"7";" ";
"Nemespátró";"9";"3";"1";" ";
"Orosztony";"40";"24";"13";" ";
"Pat";"4";"1";"1";" ";
"Pölöskefõ";"14";"5";"4";" ";
"Pötréte";"13";"7";"6";" ";
"Rigyác";"20";"12";"6";" ";
"Sand";"21";"9";"4";" ";
"Sormás";"23";"12";"7";" ";
"Surd";"29";"15";"10";" ";
"Szepetnek";"47";"21";"12";" ";
"Újudvar";"35";"14";"6";" ";
"Zalakaros";"72";"36";"20";" ";
"Zalakomár";"286";"163";"110";" ";
"Zalamerenye";"4";" ";" ";" ";
"Zalasárszeg";"4";"2";"2";" ";
"Zalaszabar";"33";"19";"14";" ";
"Zalaszentbalázs";"31";"23";"20";" ";
"Zalaszentjakab";"28";"14";"6";" ";
"Zalaújlak";"3";"1";"1";" ";
"Zalaegerszegi járás";"2612";"1029";"583";" ";
"Alibánfa";"11";"2";"1";" ";
"Almásháza";"6";" ";" ";" ";
"Alsónemesapáti";"29";"10";"5";" ";
"Babosdöbréte";"18";"5";"4";" ";
"Bagod";"32";"12";"9";" ";
"Bak";"40";"11";"5";" ";
"Baktüttös";"30";"19";"7";" ";
"Becsvölgye";"32";"18";"13";" ";
"Bezeréd";"5";"1";"1";" ";
"Bocfölde";"28";"10";"8";" ";
"Boncodfölde";"4";"2";"1";" ";
"Böde";"9";"5";"3";" ";
"Búcsúszentlászló";"13";"4";"3";" ";
"Csatár";"8";"2";"2";" ";
"Csertalakos";"3";"1";"1";" ";
"Csonkahegyhát";"6";"1";"1";" ";
"Csöde";"1";" ";" ";" ";
"Dobronhegy";"6";"2";"2";" ";
"Egervár";"21";"10";"6";" ";
"Gellénháza";"16";"5";"2";" ";
"Gombosszeg";" ";" ";" ";" ";
"Gõsfa";"12";"6";"2";" ";
"Gutorfölde";"17";"3";"3";" ";
"Gyûrûs";"8";"2";" ";" ";
"Hagyárosbörönd";"9";"2";"2";" ";
"Hottó";"6";"1";" ";" ";
"Iborfia";" ";" ";" ";" ";
"Kávás";"4";"3";"2";" ";
"Kemendollár";"12";"3";" ";" ";
"Keménfa";"4";"1";" ";" ";
"Kisbucsa";"10";"4";"2";" ";
"Kiskutas";"5";"3";"3";" ";
"Kispáli";"5";"1";" ";" ";
"Kustánszeg";"17";"6";"5";" ";
"Lakhegy";"12";"6";"6";" ";
"Lickóvadamos";"5";"2";"1";" ";
"Milejszeg";"17";"7";"3";" ";
"Misefa";"9";"4";"3";" ";
"Nagykapornak";"18";"9";"5";" ";
"Nagykutas";"16";"8";"5";" ";
"Nagylengyel";"9";"3";"3";" ";
"Nagypáli";"6";"4";"1";" ";
"Nemesapáti";"19";"4";"2";" ";
"Nemeshetés";"12";"7";"1";" ";
"Nemesrádó";"18";"7";"3";" ";
"Nemessándorháza";"8";"3";"2";" ";
"Nemesszentandrás";"14";"3";"3";" ";
"Németfalu";"2";"1";"1";" ";
"Orbányosfa";"4";"1";" ";" ";
"Ormándlak";"2";"1";" ";" ";
"Ozmánbük";"7";"4";"1";" ";
"Pacsa";"71";"28";"19";" ";
"Padár";"2";"1";"1";" ";
"Pálfiszeg";"7";" ";" ";" ";
"Pethõhenye";"11";"1";" ";" ";
"Petrikeresztúr";"3";"1";" ";" ";
