"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2018. év)"

" ";"Mutatók";
"Terület";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Hárskút";"9";"4";"3";"5";
"Herend";"38";"14";"9";"8";
"Hidegkút";"5";"2";"2";"3";
"Márkó";"12";"4";"2";"4";
"Mencshely";"10";"4";"3";" ";
"Nagyvázsony";"31";"18";"11";"9";
"Nemesvámos";"31";"7";"4";"2";
"Pula";"1";" ";" ";"1";
"Sóly";"6";"2";"1";"2";
"Szentgál";"33";"11";"4";"17";
"Szentkirályszabadja";"26";"6";"3";"12";
"Tótvázsony";"6";"1";" ";"7";
"Veszprém";"676";"262";"150";"87";
"Veszprémfajsz";"3";"1";"1";" ";
"Vöröstó";"1";" ";" ";" ";
"Zirci járás";"273";"114";"65";"119";
"Bakonybél";"27";"18";"11";"9";
"Bakonynána";"9";"3";"1";"13";
"Bakonyoszlop";"6";"2";"1";"8";
"Bakonyszentkirály";"13";"7";"4";"9";
"Borzavár";"19";"10";"6";"2";
"Csesznek";"10";"1";"1";"3";
"Csetény";"28";"12";"5";"17";
"Dudar";"31";"11";"5";"10";
"Lókút";"12";"5";"2";"4";
"Nagyesztergár";"15";"8";"6";"9";
"Olaszfalu";"10";"4";"2";"6";
"Pénzesgyõr";"5";" ";" ";"6";
"Porva";"10";"5";"2";"2";
"Szápár";"2";"1";" ";"4";
"Zirc";"76";"27";"19";"17";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Veszprém megye területre nem bontható adatai";" ";" ";" ";" ";
"Nyugat-Dunántúl (Gyõr-Moson-Sopron, Vas, Zala)";"13607";"5715";"3355";"4839";
"Gyõr-Moson-Sopron megye";"3017";"827";"495";"981";
"Csornai járás";"145";"38";"31";"96";
"Acsalag";"1";" ";" ";"4";
"Bágyogszovát";"7";" ";" ";"6";
"Barbacs";"8";"3";"3";"3";
"Bodonhely";"1";"1";" ";"5";
"Bogyoszló";"2";"1";"1";"1";
"Bõsárkány";"7";"1";"1";"4";
"Cakóháza";"1";"1";"1";"2";
"Csorna";"35";"8";"4";"21";
"Dör";"3";"1";"1";"1";
"Egyed";"3";"1";"1";"1";
"Farád";"9";" ";" ";"7";
"Jobaháza";"3";" ";" ";" ";
"Kóny";"8";" ";" ";"5";
"Maglóca";"2";"1";"1";" ";
"Magyarkeresztúr";"1";"1";"1";"3";
"Markotabödöge";"1";"1";"1";" ";
"Páli";"1";" ";" ";"2";
"Pásztori";" ";" ";" ";"3";
"Potyond";" ";" ";" ";"1";
"Rábacsanak";"2";"1";"1";"1";
"Rábapordány";"8";"2";"2";"3";
"Rábasebes";"1";" ";" ";" ";
"Rábaszentandrás";"1";" ";" ";" ";
"Rábatamási";"4";"3";"1";"4";
"Rábcakapi";" ";" ";" ";"2";
"Sobor";"3";" ";" ";"2";
"Sopronnémeti";"4";"1";"1";"1";
"Szany";"10";"6";"6";"2";
"Szil";"9";"2";"2";"6";
"Szilsárkány";"4";"1";"1";"2";
"Tárnokréti";"1";"1";"1";"2";
"Vág";"4";"1";"1";"1";
"Zsebeháza";"1";" ";" ";"1";
"Gyõri járás";"1381";"424";"242";"429";
"Abda";"22";"11";"3";"7";
"Bezi";"8";"3";"1";"1";
"Bõny";"25";"7";"5";"5";
"Börcs";"7";"1";" ";"2";
"Dunaszeg";"18";"5";"1";"6";
"Dunaszentpál";"2";"1";" ";"2";
"Enese";"13";"3";"2";"4";
"Fehértó";"3";" ";" ";"4";
"Gönyû";"18";"5";"3";"8";
"Gyõr";"935";"285";"161";"227";
"Gyõrladamér";"16";" ";" ";"1";
"Gyõrság";"6";"1";"1";"11";
"Gyõrsövényház";"3";"1";" ";"5";
"Gyõrújbarát";"39";"16";"13";"3";
"Gyõrújfalu";"7";"2";"1";"1";
"Gyõrzámoly";"17";"1";"1";"10";
"Ikrény";"11";"4";"2";"5";
"Kajárpéc";"18";"5";"1";"21";
"Kisbajcs";"2";" ";" ";"5";
"Koroncó";"16";"6";"4";"7";
"Kunsziget";"4";" ";" ";"3";
"Mezõörs";"6";"2";" ";"7";
"Mosonszentmiklós";"26";"10";"8";"18";
"Nagybajcs";"4";"4";"3";"4";
"Nagyszentjános";"20";"6";"4";"6";
"Nyúl";"25";"6";"5";"11";
"Öttevény";"12";"6";"4";"7";
"Pér";"22";"6";"5";"7";
"Rábapatona";"23";"9";"7";"6";
"Rétalap";"5";"2";" ";"4";
"Sokorópátka";"7";" ";" ";"11";
"Tényõ";"11";"4";"2";"5";
"Töltéstava";"17";"7";"3";"3";
"Vámosszabadi";"12";"4";"1";"2";
"Vének";"1";"1";"1";" ";
"Kapuvári járás";"183";"45";"25";"82";
"Agyagosszergény";"5";"1";"1";"1";
"Babót";"12";"4";"1";"5";
"Beled";"20";"5";"4";"14";
"Cirák";"7";"2";"1";"1";
"Dénesfa";"2";" ";" ";"1";
"Edve";" ";" ";" ";"2";
"Gyóró";"1";"1";" ";"1";
"Himod";"5";"3";"1";"12";
"Hövej";"4";"2";"2";"1";
"Kapuvár";"75";"19";"10";"18";
"Kisfalud";"6";"3";"3";"2";
"Mihályi";"10";"1";" ";"7";
"Osli";"5";" ";" ";"5";
"Rábakecöl";"2";" ";" ";"5";
"Répceszemere";"4";"1";"1";"2";
"Szárföld";"10";"1";" ";" ";
"Vadosfa";" ";" ";" ";" ";
"Vásárosfalu";" ";" ";" ";" ";
"Veszkény";"7";"1";" ";" ";
"Vitnyéd";"8";"1";"1";"5";
"Mosonmagyaróvári járás";"479";"109";"62";"88";
"Ásványráró";"9";"1";"1";"4";
"Bezenye";"7";"5";"3";" ";
"Darnózseli";"12";"5";"2";"1";
"Dunakiliti";"12";"2";" ";"5";
"Dunaremete";" ";" ";" ";" ";
"Dunasziget";"10";"4";"2";"9";
"Feketeerdõ";"8";"5";"3";"2";
"Halászi";"24";"2";"2";"3";
"Hédervár";"5";"2";"1";"1";
"Hegyeshalom";"14";"3";"1";"4";
"Jánossomorja";"53";"7";"6";"7";
"Károlyháza";"5";"2";" ";"1";
"Kimle";"16";"4";"2";"2";
"Kisbodak";"2";"1";" ";" ";
"Lébény";"12";"5";"2";"7";
"Levél";"11";"3";"2";"4";
"Lipót";"8";"3";"2";"1";
"Máriakálnok";"10";"1";" ";"3";
"Mecsér";"1";" ";" ";"4";
"Mosonmagyaróvár";"226";"44";"24";"20";
"Mosonszolnok";"6";" ";" ";" ";
"Mosonudvar";"6";"2";"1";" ";
"Püski";" ";" ";" ";"2";
"Rajka";"11";"4";"4";"2";
"Újrónafõ";"9";"4";"4";"4";
"Várbalog";"2";" ";" ";"2";
"Pannonhalmi járás";"122";"53";"34";"64";
"Bakonygyirót";"2";"2";"1";"5";
"Bakonypéterd";"2";"1";"1";"1";
"Bakonyszentlászló";"11";"7";"5";"9";
"Écs";"13";"5";"3";"5";
"Fenyõfõ";"4";"4";"2";"3";
"Gyõrasszonyfa";"5";"1";"1";"5";
"Lázi";"9";"2";"2";"6";
"Nyalka";"3";"1";"1";"2";
"Pannonhalma";"30";"12";"7";"6";
"Pázmándfalu";"5";"2";"1";"6";
"Ravazd";"15";"4";"3";"4";
"Románd";"1";" ";" ";" ";
"Sikátor";"3";"2";"2";"3";
"Táp";"3";"1";"1";"2";
"Tápszentmiklós";"5";"3";" ";"3";
"Tarjánpuszta";"5";"3";"2";"1";
"Veszprémvarsány";"6";"3";"2";"3";
"Soproni járás";"603";"141";"87";"65";
"Ágfalva";"21";"4";"2";"2";
"Csáfordjánosfa";" ";" ";" ";"2";
"Csapod";"4";" ";" ";"4";
"Csér";"1";" ";" ";" ";
"Ebergõc";"1";" ";" ";" ";
"Egyházasfalu";"5";"3";"2";"2";
"Fertõboz";"1";"1";"1";"1";
"Fertõd";"24";"5";"4";"1";
"Fertõendréd";"4";" ";" ";"1";
"Fertõhomok";"6";"3";"1";" ";
"Fertõrákos";"15";"4";"3";"1";
"Fertõszentmiklós";"18";"4";"2";"4";
"Fertõszéplak";"10";"2";"2";"1";
"Gyalóka";"1";"1";" ";"1";
"Harka";"16";"5";"3";"1";
"Hegykõ";"8";" ";" ";"4";
"Hidegség";"2";" ";" ";" ";
"Iván";"17";"3";" ";"1";
"Kópháza";"8";"2";"1";"1";
"Lövõ";"6";" ";" ";"4";
"Nagycenk";"17";"7";"5";" ";
"Nagylózs";"2";" ";" ";"3";
"Nemeskér";"5";" ";" ";"1";
"Pereszteg";"14";"2";"2";"1";
"Petõháza";"4";"2";"1";" ";
"Pinnye";"3";"1";"1";" ";
"Pusztacsalád";"1";" ";" ";"2";
"Répcevis";"4";" ";" ";" ";
"Röjtökmuzsaj";"2";" ";" ";"1";
"Sarród";"5";"3";"3";"2";
"Sopron";"361";"83";"51";"17";
"Sopronhorpács";"1";" ";" ";" ";
"Sopronkövesd";"3";"1";"1";" ";
"Szakony";"2";"1";" ";"5";
"Újkér";"6";"2";" ";"1";
"Und";"1";" ";" ";" ";
"Völcsej";"2";"2";"2";" ";
"Zsira";"2";" ";" ";"1";
"Téti járás";"104";"17";"14";"157";
"Árpás";"1";" ";" ";"12";
"Csikvánd";"4";"1";" ";"16";
"Felpéc";"7";"1";" ";"7";
"Gyarmat";"9";"2";"2";"6";
"Gyömöre";"10";"4";"4";"10";
"Gyõrszemere";"30";"3";"3";"12";
"Kisbabot";" ";" ";" ";"2";
"Mérges";"1";" ";" ";"1";
"Mórichida";"3";" ";" ";"9";
"Rábacsécsény";"2";"1";"1";"7";
"Rábaszentmihály";"3";" ";" ";"7";
"Rábaszentmiklós";" ";" ";" ";"8";
"Szerecseny";"8";" ";" ";"12";
"Tét";"26";"5";"4";"48";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Gyõr-Sopron megye területre nem bontható adatai";" ";" ";" ";" ";
"Vas megye";"4129";"1886";"1095";"1163";
"Celldömölki járás";"420";"150";"74";"256";
"Boba";"16";"7";"1";"18";
"Borgáta";"1";" ";" ";"1";
"Celldömölk";"163";"45";"24";"64";
"Csönge";"8";"5";"3";"7";
"Duka";"8";"1";" ";"5";
"Egyházashetye";"9";"3";" ";"9";
"Jánosháza";"46";"15";"7";"38";
"Karakó";"10";"3";"1";"3";
"Keléd";"7";" ";" ";"21";
"Kemeneskápolna";"1";" ";" ";"1";
"Kemenesmagasi";"17";"10";"5";"16";
"Kemenesmihályfa";"9";"5";"3";"3";
"Kemenespálfa";"10";"8";"5";"4";
"Kemenessömjén";"13";"4";"1";"3";
"Kemenesszentmárton";"2";"1";"1";"1";
"Kenyeri";"14";"2";"1";"8";
"Kissomlyó";"3";"3";"2";"3";
"Köcsk";"8";"2";" ";"4";
"Mersevát";"6";"4";"3";" ";
"Mesteri";"2";"2";"2";"3";
"Nagysimonyi";"12";"6";"1";"8";
"Nemeskeresztúr";"7";"4";"2";"5";
"Nemeskocs";"5";"1";"1";"2";
"Ostffyasszonyfa";"15";"6";"3";"7";
"Pápoc";"1";"1";" ";"1";
"Szergény";"8";"2";"1";"11";
"Tokorcs";"6";"2";"2";"2";
"Vönöck";"13";"8";"5";"8";
"Körmendi járás";"465";"198";"95";"176";
"Bajánsenye";"10";"5";"1";"7";
"Csákánydoroszló";"27";"12";"6";"3";
"Daraboshegy";"4";"2";"2";"1";
"Döbörhegy";"3";"1";"1";"2";
"Döröske";"2";"1";" ";" ";
"Egyházashollós";"12";"7";"5";"4";
"Egyházasrádóc";"14";"6";"5";"3";
"Felsõjánosfa";"2";" ";" ";"2";
"Felsõmarác";"7";"3";"2";"2";
"Halastó";"1";" ";" ";"3";
"Halogy";"15";"7";"3";"6";
"Harasztifalu";"10";"6";"4";" ";
"Hegyháthodász";"1";"1";" ";"2";
"Hegyhátsál";"1";"1";" ";"1";
"Hegyhátszentjakab";"5";"3";"1";"1";
"Hegyhátszentmárton";" ";" ";" ";" ";
"Ispánk";"1";" ";" ";"5";
"Ivánc";"13";"10";"5";"4";
"Katafa";"7";"1";" ";"1";
"Kemestaródfa";"5";"2";"1";"3";
"Kercaszomor";"4";"2";"1";"8";
"Kerkáskápolna";"1";"1";" ";"3";
"Kisrákos";"4";"2";"1";"3";
"Körmend";"164";"56";"31";"29";
"Magyarnádalja";"1";"1";"1";" ";
"Magyarszecsõd";"6";"2";"2";"5";
"Magyarszombatfa";"4";"2";" ";"9";
"Molnaszecsõd";"4";" ";" ";"2";
"Nádasd";"18";"7";"5";"14";
"Nagykölked";"8";"2";" ";" ";
"Nagymizdó";" ";" ";" ";" ";
"Nagyrákos";"6";"2";"1";"6";
"Nemesrempehollós";"7";"2";"1";"2";
"Õrimagyarósd";"9";"4";"1";"3";
"Õriszentpéter";"29";"11";"3";"12";
"Pankasz";"25";"17";"3";"4";
"Pinkamindszent";"1";" ";" ";"2";
"Rádóckölked";"6";"3";"2";"1";
"Szaknyér";"1";"1";"1";"1";
"Szalafõ";"2";" ";" ";"6";
"Szarvaskend";"3";"3";"1";"3";
"Szatta";"2";" ";" ";"2";
"Szõce";"5";"5";"3";"7";
"Vasalja";"3";" ";" ";"2";
"Velemér";"2";"2";" ";"2";
"Viszák";"10";"5";"2";" ";
"Kõszegi járás";"404";"200";"114";"78";
"Bozsok";"5";"3";"3";"2";
"Bük";"58";"31";"15";"8";
"Cák";"1";" ";" ";"1";
"Csepreg";"66";"39";"18";"12";
"Gyöngyösfalu";"10";"4";"2";"2";
"Horvátzsidány";"9";"6";"6";"3";
"Iklanberény";"1";"1";"1";"1";
"Kiszsidány";"3";"2";"1";"2";
"Kõszeg";"192";"87";"51";"32";
"Kõszegdoroszló";"6";"4";"3";"1";
"Kõszegpaty";"3";"1";" ";"1";
"Kõszegszerdahely";"10";"3";"2";"5";
"Lócs";"1";"1";" ";" ";
"Lukácsháza";"13";"5";"5";"1";
"Nemescsó";"4";"1";" ";"1";
"Ólmod";"1";" ";" ";"1";
"Peresznye";"4";" ";" ";"2";
"Pusztacsó";"2";" ";" ";"1";
"Tormásliget";"6";"5";"1";"1";
"Tömörd";"4";"3";"3";"1";
"Velem";"5";"4";"3";" ";
"Sárvári járás";"563";"219";"131";"135";
"Bejcgyertyános";"11";"2";"2";"1";
"Bõ";"10";"2";"1";"2";
"Bögöt";"5";"1";"1";"4";
"Bögöte";"4";"2";"1";"2";
"Chernelházadamonya";" ";" ";" ";" ";
"Csánig";"2";" ";" ";"2";
"Csénye";"10";"4";"1";"1";
"Gérce";"23";"9";"5";"3";
"Gór";"2";"2";"1";" ";
"Hegyfalu";"12";"5";"3";"4";
"Hosszúpereszteg";"15";"7";"3";"9";
"Ikervár";"19";"6";"2";"3";
"Jákfa";"6";"2";"2";"3";
"Káld";"18";"9";"7";"7";
"Kenéz";" ";" ";" ";" ";
"Megyehíd";"8";"2";"1";"2";
"Meggyeskovácsi";"30";"15";"11";"5";
"Mesterháza";"2";" ";" ";" ";
"Nagygeresd";"1";"1";"1";"5";
"Nemesládony";" ";" ";" ";"2";
"Nick";"5";"2";"2";"1";
"Nyõgér";"6";"3";"3";"5";
"Ölbõ";"19";"9";"6";"4";
"Pecöl";"9";"4";"1";"2";
"Porpác";"2";"1";" ";"4";
"Pósfa";"3";"1";" ";"1";
"Rábapaty";"28";"12";"6";"1";
"Répcelak";"35";"13";"11";"6";
"Répceszentgyörgy";" ";" ";" ";" ";
"Sajtoskál";"2";"1";"1";" ";
"Sárvár";"207";"76";"42";"38";
"Simaság";"4";"3";"2";"2";
"Sitke";"9";"2";"2";"2";
"Sótony";"10";"6";"5";"3";
"Szeleste";"11";"3";" ";"4";
"Tompaládony";"7";"5";"3";" ";
"Uraiújfalu";"11";"5";"2";"1";
"Vámoscsalád";"3";"1";"1";"2";
"Vásárosmiske";"8";"1";"1";" ";
"Vasegerszeg";"2";"1";" ";"2";
"Vashosszúfalu";"4";"1";"1";"2";
"Zsédeny";" ";" ";" ";" ";
"Szentgotthárdi járás";"276";"114";"70";"79";
"Alsószölnök";"6";"4";"4";" ";
"Apátistvánfalva";"6";"1";" ";" ";
"Csörötnek";"27";"9";"6";"14";
"Felsõszölnök";"10";"9";"6";"8";
"Gasztony";"8";"4";"3";"2";
"Kétvölgy";"3";"2";"2";"2";
"Kondorfa";"11";"3";"3";"5";
"Magyarlak";"13";"5";"3";"4";
"Nemesmedves";"1";" ";" ";"1";
"Orfalu";"1";" ";" ";"1";
"Rábagyarmat";"11";"4";"1";"6";
"Rátót";"5";"1";" ";"1";
"Rönök";"22";"13";"4";"15";
"Szakonyfalu";"10";"7";"4";"3";
"Szentgotthárd";"131";"49";"33";"15";
"Vasszentmihály";"11";"3";"1";"2";
"Szombathelyi járás";"1598";"788";"486";"253";
"Acsád";"6";"4";"3";"1";
"Balogunyom";"17";"9";"9";"3";
"Bozzai";"7";"4";"2";"2";
"Bucsu";"12";"5";"2";"1";
"Csempeszkopács";" ";" ";" ";"2";
"Dozmat";"1";" ";" ";" ";
"Felsõcsatár";"4";"2";"2";"1";
"Gencsapáti";"21";"11";"9";"4";
"Gyanógeregye";"3";"1";" ";"3";
"Horvátlövõ";"2";"1";"1";" ";
"Ják";"37";"17";"9";"10";
"Kisunyom";"1";" ";" ";"1";
"Meszlen";"8";"6";"5";"2";
"Nárai";"11";"2";"2";"2";
"Narda";"6";"2";"1";" ";
"Nemesbõd";"8";"1";"1";"1";
"Nemeskolta";"5";"3";"2";"2";
"Perenye";"6";"2";" ";"3";
"Pornóapáti";"6";"2";"1";"3";
"Rábatöttös";"3";"2";"1";"2";
"Rum";"13";"5";"2";"6";
"Salköveskút";"2";"1";" ";"5";
"Sé";"19";"9";"6";"6";
"Sorkifalud";"11";"8";"5";"1";
"Sorkikápolna";"4";" ";" ";"1";
"Sorokpolány";"13";"7";"5";"2";
"Söpte";"5";"2";"1";"1";
"Szentpéterfa";"11";"4";"1";" ";
"Szombathely";"1167";"578";"351";"130";
"Tanakajd";"7";"5";"3";"1";
"Táplánszentkereszt";"35";"17";"10";"7";
"Torony";"27";"15";"9";"18";
"Vasasszonyfa";"1";"1";"1";"1";
"Vaskeresztes";"6";"2";"2";" ";
"Vassurány";"9";"2";"1";"6";
"Vasszécseny";"19";"8";"7";"6";
"Vasszilvágy";"8";"5";"1";"1";
"Vát";"13";"5";"5";"2";
"Vép";"59";"37";"23";"14";
"Zsennye";"5";"3";"3";"2";
"Vasvári járás";"403";"217";"125";"186";
"Alsóújlak";"12";"6";"4";"6";
"Andrásfa";"11";"9";"6";"1";
"Bérbaltavár";"19";"8";"3";"11";
"Csehi";"7";"2";"1";"4";
"Csehimindszent";"11";"5";"2";"6";
"Csipkerek";"13";"9";"7";"6";
"Egervölgy";"11";"4";"1";"9";
"Gersekarát";"13";"7";"2";"22";
"Gyõrvár";"24";"14";"10";"19";
"Hegyhátszentpéter";"3";"1";" ";"7";
"Kám";"7";"4";"2";"2";
"Mikosszéplak";"14";"7";"6";"5";
"Nagytilaj";"9";"3";"3";"1";
"Olaszfa";"16";"6";" ";"3";
"Oszkó";"21";"8";"5";"9";
"Pácsony";"15";"9";"3";"9";
"Petõmihályfa";"9";"5";"5";"4";
"Püspökmolnári";"23";"16";"11";"5";
"Rábahídvég";"39";"25";"15";"7";
"Sárfimizdó";"3";"3";"2";"1";
"Szemenye";"5";"1";"1";"2";
"Telekes";"24";"21";"7";"15";
"Vasvár";"94";"44";"29";"32";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Vas megye területre nem bontható adatai";" ";" ";" ";" ";
"Zala megye";"6461";"3002";"1765";"2695";
"Keszthelyi járás";"851";"325";"210";"355";
"Alsópáhok";"18";"8";"5";"6";
"Balatongyörök";"13";"9";"5";"2";
"Bókaháza";"9";"5";"2";"9";
"Cserszegtomaj";"33";"11";"6";"12";
"Dióskál";"15";"7";"6";"25";
"Egeraracsa";"11";"5";"4";"14";
"Esztergályhorváti";"17";"7";"4";"10";
"Felsõpáhok";"6";" ";" ";"2";
"Gétye";"4";"3";"1";"2";
"Gyenesdiás";"50";"15";"12";"5";
"Hévíz";"32";"13";"9";"9";
"Karmacs";"18";"4";"2";"13";
"Keszthely";"322";"113";"85";"90";
"Ligetfalva";"1";" ";" ";" ";
"Nemesbük";"18";"11";"4";"5";
"Rezi";"38";"11";"8";"19";
"Sármellék";"48";"16";"8";"17";
"Szentgyörgyvár";"5";"3";"2";"2";
"Vállus";"6";"4";"3";"1";
"Várvölgy";"24";"13";"7";"8";
"Vindornyafok";"2";"1";"1";" ";
"Vindornyalak";"2";"2";"2";"1";
"Vindornyaszõlõs";"6";"3";"1";"4";
"Vonyarcvashegy";"39";"16";"9";"13";
"Zalaapáti";"33";"16";"11";"33";
"Zalacsány";"24";"7";"6";"19";
"Zalaköveskút";" ";" ";" ";"1";
"Zalaszántó";"23";"7";"3";"11";
"Zalaszentmárton";"1";" ";" ";"6";
"Zalavár";"33";"15";"4";"16";
"Lenti járás";"371";"201";"93";"341";
"Alsószenterzsébet";"1";"1";" ";"3";
"Baglad";" ";" ";" ";"4";
"Barlahida";"2";"1";" ";"2";
"Belsõsárd";"4";"1";"1";"2";
"Bödeháza";" ";" ";" ";" ";
"Csesztreg";"14";"9";"7";"7";
"Csömödér";"16";"7";"2";"9";
"Dobri";"4";"2";"1";"7";
"Felsõszenterzsébet";" ";" ";" ";" ";
"Gáborjánháza";"1";"1";"1";"2";
"Gosztola";" ";" ";" ";" ";
"Hernyék";"4";"1";"1";"5";
"Iklódbördõce";"8";"7";"3";"9";
"Kálócfa";"5";"3";"1";"2";
"Kányavár";"7";"5";" ";"5";
"Kerkabarabás";"6";"4";"2";"9";
"Kerkafalva";"3";"2";"1";"5";
"Kerkakutas";" ";" ";" ";"10";
"Kerkateskánd";"6";"3";"1";"6";
"Kissziget";"12";"11";"4";"5";
"Kozmadombja";" ";" ";" ";"3";
"Külsõsárd";" ";" ";" ";"1";
"Lendvadedes";" ";" ";" ";" ";
"Lendvajakabfa";" ";" ";" ";" ";
"Lenti";"101";"51";"29";"92";
"Lovászi";"32";"17";"10";"15";
"Magyarföld";" ";" ";" ";"3";
"Márokföld";"1";"1";" ";"1";
"Mikekarácsonyfa";"15";"8";"4";"17";
"Nemesnép";"6";"2";"1";"4";
"Nova";"16";"6";"4";"6";
"Ortaháza";"2";"1";" ";"2";
"Páka";"14";"7";"3";"19";
"Pórszombat";"6";"3";" ";"1";
"Pördefölde";"1";"1";" ";"5";
"Pusztaapáti";" ";" ";" ";"2";
"Ramocsa";" ";" ";" ";"2";
"Rédics";"24";"15";"8";"17";
"Resznek";"4";"2";" ";"19";
"Szécsisziget";"4";"3";" ";"4";
"Szentgyörgyvölgy";"14";"11";"3";"4";
"Szijártóháza";"1";" ";" ";"2";
"Szilvágy";"1";" ";" ";"1";
"Tormafölde";"8";"3";"1";"4";
"Tornyiszentmiklós";"7";"5";"3";"8";
"Zalabaksa";"16";"4";"1";"13";
"Zalaszombatfa";"1";" ";" ";"3";
"Zebecke";"4";"3";"1";"1";
"Letenyei járás";"501";"277";"148";"380";
"Bánokszentgyörgy";"23";"10";"6";"19";
"Bázakerettye";"10";"7";"4";"8";
"Becsehely";"52";"25";"15";"9";
"Borsfa";"15";"10";"6";"11";
"Bucsuta";"6";"3";"1";"15";
"Csörnyeföld";"21";"11";"9";"18";
"Kerkaszentkirály";"2";"1";" ";"1";
"Kiscsehi";"4";"4";"2";"2";
"Kistolmács";"9";"3";"3";"5";
"Lasztonya";"5";"2";"2";"4";
"Letenye";"136";"73";"40";"94";
"Lispeszentadorján";"15";"10";"5";"16";
"Maróc";"5";"3";"2";"6";
"Molnári";"13";"7";"5";"8";
"Murarátka";"10";"5";"2";"13";
"Muraszemenye";"13";"3";"1";"21";
"Oltárc";"18";"10";"5";"14";
"Petrivente";"15";"10";"3";"11";
"Pusztamagyaród";"21";"19";"10";"18";
"Semjénháza";"12";"5";"3";"9";
"Szentliszló";"7";"2";"1";"8";
"Szentmargitfalva";"6";"3";"1";"11";
"Tótszentmárton";"29";"17";"12";"13";
"Tótszerdahely";"20";"9";"5";"15";
"Valkonya";"3";" ";" ";"1";
"Várfölde";"5";"3";" ";"10";
"Zajk";"26";"22";"5";"20";
"Nagykanizsai járás";"2271";"1166";"729";"694";
"Alsórajk";"17";"7";"5";"3";
"Balatonmagyaród";"11";"10";"6";"14";
"Belezna";"27";"16";"11";"12";
"Bocska";"17";"10";"5";"2";
"Börzönce";"3";"1";"1";" ";
"Csapi";"8";"1";"1";"3";
"Eszteregnye";"22";"6";"4";"3";
"Felsõrajk";"10";"7";"5";"9";
"Fityeház";"16";"7";"3";"7";
"Fûzvölgy";"3";" ";" ";"1";
"Galambok";"78";"33";"17";"37";
"Garabonc";"34";"17";"6";"20";
"Gelse";"33";"16";"11";"12";
"Gelsesziget";"8";"4";"4";"1";
"Hahót";"25";"9";"8";"17";
"Homokkomárom";"7";"5";"3";"6";
"Hosszúvölgy";"11";"5";"3";"1";
"Kacorlak";"6";"6";"4";"2";
"Kerecseny";"18";"5";" ";"22";
"Kilimán";"7";"2";"2";"6";
"Kisrécse";"12";"8";"5";"3";
"Liszó";"10";"5";"3";"6";
"Magyarszentmiklós";"3";"2";"2";"4";
"Magyarszerdahely";"14";"9";"6";"3";
"Miháld";"31";"22";"18";"30";
"Murakeresztúr";"42";"16";"11";"15";
"Nagybakónak";"16";"9";"3";"14";
"Nagykanizsa";"1238";"655";"420";"177";
"Nagyrada";"16";"3";"3";"8";
"Nagyrécse";"23";"8";"6";"9";
"Nemespátró";"4";"1";"1";"9";
"Orosztony";"20";"9";"6";"11";
"Pat";"6";"2";" ";"9";
"Pölöskefõ";"5";"3";"2";"4";
"Pötréte";"11";"7";"7";"6";
"Rigyác";"11";"6";"4";"6";
"Sand";"12";"8";"4";"8";
"Sormás";"18";"11";"4";"3";
"Surd";"10";"5";"5";"6";
"Szepetnek";"45";"19";"11";"15";
"Újudvar";"32";"18";"13";"14";
"Zalakaros";"50";"24";"13";"16";
"Zalakomár";"206";"105";"61";"100";
"Zalamerenye";"3";"1";"1";"1";
"Zalasárszeg";"6";"3";"1";"1";
"Zalaszabar";"20";"9";"2";"14";
"Zalaszentbalázs";"21";"14";"10";"6";
"Zalaszentjakab";"21";"15";"7";"17";
"Zalaújlak";"4";"2";"1";"1";
"Zalaegerszegi járás";"2195";"942";"537";"643";
"Alibánfa";"6";" ";" ";"2";
"Almásháza";"1";"1";" ";"1";
"Alsónemesapáti";"16";"8";"6";"16";
"Babosdöbréte";"19";"11";"6";"7";
"Bagod";"26";"10";"5";"5";
"Bak";"42";"22";"12";"8";
"Baktüttös";"26";"18";"14";"5";
"Becsvölgye";"23";"13";"9";"12";
"Bezeréd";"5";"4";"2";"5";
"Bocfölde";"21";"9";"7";"4";
"Boncodfölde";"9";"2";"1";"2";
"Böde";"6";"5";"2";"5";
"Búcsúszentlászló";"15";"6";"2";"8";
"Csatár";"10";"1";" ";"6";
"Csertalakos";"1";"1";" ";"1";
"Csonkahegyhát";"5";"3";"1";"1";
"Csöde";"3";"2";" ";"2";
"Dobronhegy";"4";"2";"2";"6";
"Egervár";"24";"11";"8";"7";
"Gellénháza";"20";"7";"2";"9";
"Gombosszeg";" ";" ";" ";" ";
"Gõsfa";"5";"3";"2";"3";
"Gutorfölde";"14";"6";"1";"5";
"Gyûrûs";"5";"2";"1";"14";
"Hagyárosbörönd";"10";"3";"1";"2";
"Hottó";"4";"1";" ";"2";
"Iborfia";" ";" ";" ";" ";
"Kávás";"2";"1";"1";" ";
"Kemendollár";"18";"7";"4";" ";
"Keménfa";"5";"3";"1";"2";
"Kisbucsa";"12";"6";"5";"4";
"Kiskutas";"6";"3";"2";"3";
