"Éves településstatisztikai adatok 2020-as településszerkezetben"
"Magyarország települései"

"(2014. év)"

" ";"Mutatók";
"Terület";"Nyilvántartott álláskeresõk száma összesen (fõ)";"180 napon túli nyilvántartott álláskeresõk száma összesen (fõ)";"Egy éven túl nyilvántartott álláskeresõk száma összesen (fõ)";"Közfoglalkoztatottak száma (fõ)";
"Nagyesztergár";"48";"13";"8";" ";
"Olaszfalu";"29";"10";"6";" ";
"Pénzesgyõr";"14";"6";"3";" ";
"Porva";"13";"7";"5";" ";
"Szápár";"4";" ";" ";" ";
"Zirc";"139";"42";"25";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Veszprém megye területre nem bontható adatai";" ";" ";" ";" ";
"Nyugat-Dunántúl (Gyõr-Moson-Sopron, Vas, Zala)";"22201";"8937";"5029";" ";
"Gyõr-Moson-Sopron megye";"5549";"1534";"742";" ";
"Csornai járás";"315";"64";"33";" ";
"Acsalag";"5";"1";"1";" ";
"Bágyogszovát";"13";"2";" ";" ";
"Barbacs";"9";"3";" ";" ";
"Bodonhely";"8";"3";"2";" ";
"Bogyoszló";"7";"1";" ";" ";
"Bõsárkány";"11";"3";"2";" ";
"Cakóháza";"2";" ";" ";" ";
"Csorna";"84";"14";"10";" ";
"Dör";"7";"2";"2";" ";
"Egyed";"4";" ";" ";" ";
"Farád";"19";"1";" ";" ";
"Jobaháza";"4";"2";"1";" ";
"Kóny";"18";"4";"3";" ";
"Maglóca";"1";" ";" ";" ";
"Magyarkeresztúr";"6";" ";" ";" ";
"Markotabödöge";"3";"1";" ";" ";
"Páli";"9";"2";"1";" ";
"Pásztori";"5";" ";" ";" ";
"Potyond";" ";" ";" ";" ";
"Rábacsanak";"3";" ";" ";" ";
"Rábapordány";"17";"3";"2";" ";
"Rábasebes";" ";" ";" ";" ";
"Rábaszentandrás";"2";"1";" ";" ";
"Rábatamási";"8";"2";"1";" ";
"Rábcakapi";"3";" ";" ";" ";
"Sobor";"4";"2";"2";" ";
"Sopronnémeti";"6";" ";" ";" ";
"Szany";"28";"12";"4";" ";
"Szil";"13";"1";" ";" ";
"Szilsárkány";"5";"1";" ";" ";
"Tárnokréti";"3";"1";"1";" ";
"Vág";"6";"2";"1";" ";
"Zsebeháza";"2";" ";" ";" ";
"Gyõri járás";"3126";"1061";"487";" ";
"Abda";"56";"17";"11";" ";
"Bezi";"10";"6";"1";" ";
"Bõny";"39";"11";"6";" ";
"Börcs";"29";"12";"4";" ";
"Dunaszeg";"34";"9";"4";" ";
"Dunaszentpál";"8";"1";"1";" ";
"Enese";"30";"12";"4";" ";
"Fehértó";"16";"3";"2";" ";
"Gönyû";"48";"10";"6";" ";
"Gyõr";"2116";"778";"348";" ";
"Gyõrladamér";"21";"5";"1";" ";
"Gyõrság";"32";"2";"1";" ";
"Gyõrsövényház";"11";"1";"1";" ";
"Gyõrújbarát";"72";"24";"13";" ";
"Gyõrújfalu";"22";"8";"6";" ";
"Gyõrzámoly";"33";"5";" ";" ";
"Ikrény";"38";"11";"6";" ";
"Kajárpéc";"23";"16";"7";" ";
"Kisbajcs";"13";"2";"1";" ";
"Koroncó";"46";"14";"8";" ";
"Kunsziget";"11";"2";" ";" ";
"Mezõörs";"17";"3";"1";" ";
"Mosonszentmiklós";"56";"10";"6";" ";
"Nagybajcs";"21";"3";"2";" ";
"Nagyszentjános";"28";"5";"4";" ";
"Nyúl";"51";"17";"9";" ";
"Öttevény";"47";"9";"4";" ";
"Pér";"45";"17";"11";" ";
"Rábapatona";"54";"19";"10";" ";
"Rétalap";"15";"3";" ";" ";
"Sokorópátka";"16";"4";"2";" ";
"Tényõ";"17";"8";"2";" ";
"Töltéstava";"27";"8";"4";" ";
"Vámosszabadi";"20";"4";"1";" ";
"Vének";"4";"2";" ";" ";
"Kapuvári járás";"346";"43";"25";" ";
"Agyagosszergény";"7";"1";" ";" ";
"Babót";"13";"1";"1";" ";
"Beled";"48";"4";"2";" ";
"Cirák";"10";" ";" ";" ";
"Dénesfa";"2";" ";" ";" ";
"Edve";"1";" ";" ";" ";
"Gyóró";"8";"1";"1";" ";
"Himod";"12";"3";"2";" ";
"Hövej";"9";"1";"1";" ";
"Kapuvár";"123";"17";"11";" ";
"Kisfalud";"17";"2";"1";" ";
"Mihályi";"18";"3";" ";" ";
"Osli";"24";"1";"1";" ";
"Rábakecöl";"11";"1";" ";" ";
"Répceszemere";"3";"2";"1";" ";
"Szárföld";"13";"2";"2";" ";
"Vadosfa";" ";" ";" ";" ";
"Vásárosfalu";"2";" ";" ";" ";
"Veszkény";"7";"3";"1";" ";
"Vitnyéd";"18";"1";"1";" ";
"Mosonmagyaróvári járás";"576";"102";"53";" ";
"Ásványráró";"7";"2";"1";" ";
"Bezenye";"9";"1";" ";" ";
"Darnózseli";"16";"2";"1";" ";
"Dunakiliti";"10";"2";"2";" ";
"Dunaremete";"1";" ";" ";" ";
"Dunasziget";"17";"2";"2";" ";
"Feketeerdõ";"7";"1";" ";" ";
"Halászi";"27";"5";"2";" ";
"Hédervár";"7";"1";"1";" ";
"Hegyeshalom";"20";"2";" ";" ";
"Jánossomorja";"65";"12";"6";" ";
"Károlyháza";"5";"1";" ";" ";
"Kimle";"36";"6";"6";" ";
"Kisbodak";"4";" ";" ";" ";
"Lébény";"38";"5";"4";" ";
"Levél";"17";"1";"1";" ";
"Lipót";"1";" ";" ";" ";
"Máriakálnok";"15";" ";" ";" ";
"Mecsér";"4";"1";"1";" ";
"Mosonmagyaróvár";"224";"49";"19";" ";
"Mosonszolnok";"12";"2";"2";" ";
"Mosonudvar";" ";" ";" ";" ";
"Püski";"4";"2";" ";" ";
"Rajka";"18";"4";"4";" ";
"Újrónafõ";"8";" ";" ";" ";
"Várbalog";"4";"1";"1";" ";
"Pannonhalmi járás";"261";"54";"24";" ";
"Bakonygyirót";"2";"1";" ";" ";
"Bakonypéterd";"5";"1";"1";" ";
"Bakonyszentlászló";"30";"6";"1";" ";
"Écs";"20";"1";" ";" ";
"Fenyõfõ";"4";"1";"1";" ";
"Gyõrasszonyfa";"13";"4";"3";" ";
"Lázi";"15";"2";"1";" ";
"Nyalka";"10";"3";" ";" ";
"Pannonhalma";"51";"9";"7";" ";
"Pázmándfalu";"20";"5";"1";" ";
"Ravazd";"23";"6";"2";" ";
"Románd";" ";" ";" ";" ";
"Sikátor";"13";"3";" ";" ";
"Táp";"12";"3";"3";" ";
"Tápszentmiklós";"9";"3";"1";" ";
"Tarjánpuszta";"10";"1";"1";" ";
"Veszprémvarsány";"24";"5";"2";" ";
"Soproni járás";"623";"103";"59";" ";
"Ágfalva";"9";" ";" ";" ";
"Csáfordjánosfa";"2";" ";" ";" ";
"Csapod";"5";" ";" ";" ";
"Csér";" ";" ";" ";" ";
"Ebergõc";"1";" ";" ";" ";
"Egyházasfalu";"4";" ";" ";" ";
"Fertõboz";"1";" ";" ";" ";
"Fertõd";"34";"3";" ";" ";
"Fertõendréd";"6";" ";" ";" ";
"Fertõhomok";"2";" ";" ";" ";
"Fertõrákos";"15";"4";"2";" ";
"Fertõszentmiklós";"26";"3";"1";" ";
"Fertõszéplak";"13";"1";"1";" ";
"Gyalóka";" ";" ";" ";" ";
"Harka";"18";"3";"1";" ";
"Hegykõ";"6";"1";"1";" ";
"Hidegség";"1";" ";" ";" ";
"Iván";"39";"5";"2";" ";
"Kópháza";"13";"3";"3";" ";
"Lövõ";"8";"4";"3";" ";
"Nagycenk";"7";"4";"3";" ";
"Nagylózs";"1";" ";" ";" ";
"Nemeskér";"1";" ";" ";" ";
"Pereszteg";"4";"1";"1";" ";
"Petõháza";"3";" ";" ";" ";
"Pinnye";"2";" ";" ";" ";
"Pusztacsalád";"1";" ";" ";" ";
"Répcevis";"4";"1";"1";" ";
"Röjtökmuzsaj";"3";" ";" ";" ";
"Sarród";"5";" ";" ";" ";
"Sopron";"359";"64";"38";" ";
"Sopronhorpács";"6";"3";"2";" ";
"Sopronkövesd";"3";" ";" ";" ";
"Szakony";"8";"3";" ";" ";
"Újkér";"3";" ";" ";" ";
"Und";"3";" ";" ";" ";
"Völcsej";"1";" ";" ";" ";
"Zsira";"6";" ";" ";" ";
"Téti járás";"302";"107";"61";" ";
"Árpás";"2";" ";" ";" ";
"Csikvánd";"8";"2";"2";" ";
"Felpéc";"12";"6";"3";" ";
"Gyarmat";"21";"11";"6";" ";
"Gyömöre";"34";"18";"11";" ";
"Gyõrszemere";"75";"18";"11";" ";
"Kisbabot";"1";" ";" ";" ";
"Mérges";"1";" ";" ";" ";
"Mórichida";"7";"2";"1";" ";
"Rábacsécsény";"7";"2";" ";" ";
"Rábaszentmihály";"9";"2";"2";" ";
"Rábaszentmiklós";"3";"2";" ";" ";
"Szerecseny";"40";"17";"10";" ";
"Tét";"82";"27";"15";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Gyõr-Sopron megye területre nem bontható adatai";" ";" ";" ";" ";
"Vas megye";"5558";"2300";"1239";" ";
"Celldömölki járás";"724";"289";"150";" ";
"Boba";"21";"8";"2";" ";
"Borgáta";"7";"4";"2";" ";
"Celldömölk";"268";"97";"44";" ";
"Csönge";"14";"7";"5";" ";
"Duka";"8";"6";"4";" ";
"Egyházashetye";"16";"7";"5";" ";
"Jánosháza";"91";"38";"17";" ";
"Karakó";"6";"1";"1";" ";
"Keléd";"1";" ";" ";" ";
"Kemeneskápolna";"3";"1";"1";" ";
"Kemenesmagasi";"36";"16";"8";" ";
"Kemenesmihályfa";"22";"7";"1";" ";
"Kemenespálfa";"12";"6";"5";" ";
"Kemenessömjén";"13";"2";"2";" ";
"Kemenesszentmárton";"5";"1";"1";" ";
"Kenyeri";"14";"3";" ";" ";
"Kissomlyó";"8";"5";"3";" ";
"Köcsk";"8";"4";"3";" ";
"Mersevát";"11";"5";"4";" ";
"Mesteri";"6";"1";" ";" ";
"Nagysimonyi";"34";"11";"7";" ";
"Nemeskeresztúr";"15";"7";"5";" ";
"Nemeskocs";"4";"1";"1";" ";
"Ostffyasszonyfa";"36";"15";"5";" ";
"Pápoc";"10";"3";"1";" ";
"Szergény";"10";"4";"1";" ";
"Tokorcs";"11";"9";"7";" ";
"Vönöck";"34";"20";"15";" ";
"Körmendi járás";"614";"227";"121";" ";
"Bajánsenye";"12";"5";"3";" ";
"Csákánydoroszló";"26";"10";"4";" ";
"Daraboshegy";"7";"3";"2";" ";
"Döbörhegy";"4";"2";"2";" ";
"Döröske";"1";" ";" ";" ";
"Egyházashollós";"20";"11";"4";" ";
"Egyházasrádóc";"22";"10";"6";" ";
"Felsõjánosfa";"5";" ";" ";" ";
"Felsõmarác";"3";"1";"1";" ";
"Halastó";"2";" ";" ";" ";
"Halogy";"8";"6";"5";" ";
"Harasztifalu";"6";"3";" ";" ";
"Hegyháthodász";"9";"6";"4";" ";
"Hegyhátsál";"4";"2";"1";" ";
"Hegyhátszentjakab";"7";"1";" ";" ";
"Hegyhátszentmárton";"1";" ";" ";" ";
"Ispánk";"1";" ";" ";" ";
"Ivánc";"9";"2";" ";" ";
"Katafa";"4";"1";"1";" ";
"Kemestaródfa";"2";"1";" ";" ";
"Kercaszomor";"13";"5";"3";" ";
"Kerkáskápolna";"2";" ";" ";" ";
"Kisrákos";"2";" ";" ";" ";
"Körmend";"241";"96";"48";" ";
"Magyarnádalja";"5";"4";"2";" ";
"Magyarszecsõd";"14";"4";"2";" ";
"Magyarszombatfa";"6";"3";"3";" ";
"Molnaszecsõd";"19";"7";"5";" ";
"Nádasd";"33";"9";"5";" ";
"Nagykölked";"4";" ";" ";" ";
"Nagymizdó";"2";" ";" ";" ";
"Nagyrákos";"12";"2";"2";" ";
"Nemesrempehollós";"7";"3";"2";" ";
"Õrimagyarósd";"9";"3";"3";" ";
"Õriszentpéter";"34";"10";"7";" ";
"Pankasz";"23";"8";"1";" ";
"Pinkamindszent";"1";" ";" ";" ";
"Rádóckölked";"4";"1";"1";" ";
"Szaknyér";"4";" ";" ";" ";
"Szalafõ";"5";" ";" ";" ";
"Szarvaskend";"2";" ";" ";" ";
"Szatta";"3";"1";" ";" ";
"Szõce";"6";"4";"2";" ";
"Vasalja";"3";"2";"2";" ";
"Velemér";"2";" ";" ";" ";
"Viszák";"5";"1";" ";" ";
"Kõszegi járás";"498";"203";"120";" ";
"Bozsok";"5";" ";" ";" ";
"Bük";"72";"35";"23";" ";
"Cák";"5";"2";"2";" ";
"Csepreg";"43";"16";"9";" ";
"Gyöngyösfalu";"15";"5";"2";" ";
"Horvátzsidány";"8";"3";"1";" ";
"Iklanberény";" ";" ";" ";" ";
"Kiszsidány";"1";" ";" ";" ";
"Kõszeg";"273";"114";"64";" ";
"Kõszegdoroszló";"4";"2";"1";" ";
"Kõszegpaty";"3";"1";"1";" ";
"Kõszegszerdahely";"14";"5";"3";" ";
"Lócs";"2";" ";" ";" ";
"Lukácsháza";"21";"8";"5";" ";
"Nemescsó";"7";"2";"2";" ";
"Ólmod";" ";" ";" ";" ";
"Peresznye";"4";"2";"1";" ";
"Pusztacsó";"5";"1";"1";" ";
"Tormásliget";"6";"1";"1";" ";
"Tömörd";"8";"5";"4";" ";
"Velem";"2";"1";" ";" ";
"Sárvári járás";"844";"356";"194";" ";
"Bejcgyertyános";"14";"5";"3";" ";
"Bõ";"7";"4";"3";" ";
"Bögöt";"9";"2";"1";" ";
"Bögöte";"9";"6";"5";" ";
"Chernelházadamonya";"3";"2";"1";" ";
"Csánig";"6";"3";"1";" ";
"Csénye";"14";"7";"5";" ";
"Gérce";"31";"16";"5";" ";
"Gór";"6";"2";"1";" ";
"Hegyfalu";"10";"5";"3";" ";
"Hosszúpereszteg";"13";"5";"2";" ";
"Ikervár";"27";"10";"3";" ";
"Jákfa";"22";"8";"5";" ";
"Káld";"39";"17";"8";" ";
"Kenéz";"5";"1";"1";" ";
"Megyehíd";"8";"1";" ";" ";
"Meggyeskovácsi";"35";"22";"9";" ";
"Mesterháza";"3";"1";"1";" ";
"Nagygeresd";"6";"3";"3";" ";
"Nemesládony";"1";" ";" ";" ";
"Nick";"8";"5";"1";" ";
"Nyõgér";"8";"2";" ";" ";
"Ölbõ";"25";"7";"5";" ";
"Pecöl";"17";"8";"6";" ";
"Porpác";"5";"2";" ";" ";
"Pósfa";"6";"2";"2";" ";
"Rábapaty";"25";"13";"4";" ";
"Répcelak";"44";"13";"10";" ";
"Répceszentgyörgy";"4";" ";" ";" ";
"Sajtoskál";"2";"1";"1";" ";
"Sárvár";"302";"117";"68";" ";
"Simaság";"16";"10";"5";" ";
"Sitke";"15";"5";"4";" ";
"Sótony";"20";"12";"6";" ";
"Szeleste";"19";"9";"4";" ";
"Tompaládony";"8";"3";"3";" ";
"Uraiújfalu";"18";"13";"8";" ";
"Vámoscsalád";"9";"3";"2";" ";
"Vásárosmiske";"9";"3";"1";" ";
"Vasegerszeg";"4";"2";" ";" ";
"Vashosszúfalu";"7";"5";"4";" ";
"Zsédeny";"5";"1";" ";" ";
"Szentgotthárdi járás";"311";"114";"56";" ";
"Alsószölnök";"10";"6";"2";" ";
"Apátistvánfalva";"3";"2";"1";" ";
"Csörötnek";"31";"12";"7";" ";
"Felsõszölnök";"16";"12";"7";" ";
"Gasztony";"15";"3";" ";" ";
"Kétvölgy";"6";"2";"1";" ";
"Kondorfa";"11";"4";"3";" ";
"Magyarlak";"15";"4";"1";" ";
"Nemesmedves";" ";" ";" ";" ";
"Orfalu";" ";" ";" ";" ";
"Rábagyarmat";"13";"5";"4";" ";
"Rátót";"7";"2";"1";" ";
"Rönök";"24";"8";"5";" ";
"Szakonyfalu";"9";"2";"2";" ";
"Szentgotthárd";"145";"50";"20";" ";
"Vasszentmihály";"6";"2";"2";" ";
"Szombathelyi járás";"2057";"910";"500";" ";
"Acsád";"12";"5";"4";" ";
"Balogunyom";"25";"8";"4";" ";
"Bozzai";"13";"8";"3";" ";
"Bucsu";"11";"3";"2";" ";
"Csempeszkopács";"3";"2";"1";" ";
"Dozmat";"4";"4";"1";" ";
"Felsõcsatár";"9";"3";" ";" ";
"Gencsapáti";"41";"12";"10";" ";
"Gyanógeregye";"2";" ";" ";" ";
"Horvátlövõ";"2";" ";" ";" ";
"Ják";"38";"18";"11";" ";
"Kisunyom";"8";"3";"1";" ";
"Meszlen";"7";"2";" ";" ";
"Nárai";"7";"2";"2";" ";
"Narda";"8";"2";"1";" ";
"Nemesbõd";"7";"2";"2";" ";
"Nemeskolta";"4";"1";"1";" ";
"Perenye";"3";"1";" ";" ";
"Pornóapáti";"8";"4";"4";" ";
"Rábatöttös";"8";"2";" ";" ";
"Rum";"22";"8";"4";" ";
"Salköveskút";"9";"5";"3";" ";
"Sé";"25";"6";"3";" ";
"Sorkifalud";"16";"6";"5";" ";
"Sorkikápolna";"5";"1";" ";" ";
"Sorokpolány";"18";"6";"4";" ";
"Söpte";"7";"4";"3";" ";
"Szentpéterfa";"15";"3";"1";" ";
"Szombathely";"1432";"668";"369";" ";
"Tanakajd";"19";"3";"3";" ";
"Táplánszentkereszt";"44";"11";"7";" ";
"Torony";"79";"42";"14";" ";
"Vasasszonyfa";"9";"3";"2";" ";
"Vaskeresztes";"7";"4";"4";" ";
"Vassurány";"13";"4";" ";" ";
"Vasszécseny";"23";"6";"5";" ";
"Vasszilvágy";"14";"5";"1";" ";
"Vát";"15";"11";"6";" ";
"Vép";"63";"32";"19";" ";
"Zsennye";"2";" ";" ";" ";
"Vasvári járás";"510";"201";"98";" ";
"Alsóújlak";"17";"7";"3";" ";
"Andrásfa";"18";"9";"6";" ";
"Bérbaltavár";"33";"12";"6";" ";
"Csehi";"7";"3";"2";" ";
"Csehimindszent";"18";"3";" ";" ";
"Csipkerek";"10";"4";"1";" ";
"Egervölgy";"5";"3";"1";" ";
"Gersekarát";"23";"5";"2";" ";
"Gyõrvár";"23";"13";"11";" ";
"Hegyhátszentpéter";"3";"1";" ";" ";
"Kám";"5";" ";" ";" ";
"Mikosszéplak";"35";"20";"11";" ";
"Nagytilaj";"9";"2";"1";" ";
"Olaszfa";"13";"3";" ";" ";
"Oszkó";"21";"7";"2";" ";
"Pácsony";"5";"1";"1";" ";
"Petõmihályfa";"3";"1";"1";" ";
"Püspökmolnári";"23";"10";"3";" ";
"Rábahídvég";"48";"18";"3";" ";
"Sárfimizdó";"1";"1";" ";" ";
"Szemenye";"9";"3";" ";" ";
"Telekes";"42";"13";"5";" ";
"Vasvár";"139";"62";"39";" ";
"Budapest, illetve fiktív területi egység";" ";" ";" ";" ";
"Vas megye területre nem bontható adatai";" ";" ";" ";" ";
"Zala megye";"11094";"5103";"3048";" ";
"Keszthelyi járás";"1752";"668";"386";" ";
"Alsópáhok";"42";"13";"7";" ";
"Balatongyörök";"21";"6";"2";" ";
"Bókaháza";"21";"10";"6";" ";
"Cserszegtomaj";"64";"30";"21";" ";
"Dióskál";"31";"15";"9";" ";
"Egeraracsa";"19";"9";"5";" ";
"Esztergályhorváti";"42";"23";"13";" ";
"Felsõpáhok";"18";"6";"1";" ";
"Gétye";"7";" ";" ";" ";
"Gyenesdiás";"98";"33";"20";" ";
"Hévíz";"82";"30";"22";" ";
"Karmacs";"43";"14";"10";" ";
"Keszthely";"649";"263";"143";" ";
"Ligetfalva";"4";"1";" ";" ";
"Nemesbük";"31";"8";"5";" ";
"Rezi";"81";"26";"13";" ";
"Sármellék";"84";"38";"20";" ";
"Szentgyörgyvár";"12";"5";"2";" ";
"Vállus";"5";"2";" ";" ";
"Várvölgy";"50";"24";"17";" ";
"Vindornyafok";"4";"1";" ";" ";
"Vindornyalak";"8";"5";"2";" ";
"Vindornyaszõlõs";"22";"4";"3";" ";
"Vonyarcvashegy";"49";"10";"4";" ";
"Zalaapáti";"71";"26";"18";" ";
"Zalacsány";"74";"18";"9";" ";
"Zalaköveskút";"1";" ";" ";" ";
"Zalaszántó";"53";"22";"17";" ";
"Zalaszentmárton";" ";" ";" ";" ";
"Zalavár";"66";"26";"17";" ";
"Lenti járás";"588";"249";"129";" ";
"Alsószenterzsébet";"2";" ";" ";" ";
"Baglad";"4";"1";"1";" ";
"Barlahida";"5";"3";"2";" ";
"Belsõsárd";"4";"1";" ";" ";
"Bödeháza";"1";" ";" ";" ";
"Csesztreg";"17";"8";"3";" ";
"Csömödér";"11";"2";"2";" ";
"Dobri";"11";"5";"2";" ";
"Felsõszenterzsébet";" ";" ";" ";" ";
"Gáborjánháza";"2";"2";"2";" ";
"Gosztola";" ";" ";" ";" ";
"Hernyék";"8";"3";"3";" ";
"Iklódbördõce";"11";"6";"2";" ";
"Kálócfa";"6";"4";"1";" ";
"Kányavár";"11";"9";"3";" ";
"Kerkabarabás";"10";"3";" ";" ";
"Kerkafalva";"2";"1";" ";" ";
"Kerkakutas";"4";"2";"2";" ";
"Kerkateskánd";"17";"3";"2";" ";
"Kissziget";"5";"2";"2";" ";
"Kozmadombja";"4";" ";" ";" ";
"Külsõsárd";"2";"1";"1";" ";
"Lendvadedes";" ";" ";" ";" ";
"Lendvajakabfa";"1";"1";"1";" ";
"Lenti";"198";"87";"45";" ";
"Lovászi";"41";"16";"7";" ";
"Magyarföld";"1";" ";" ";" ";
"Márokföld";"3";"2";" ";" ";
"Mikekarácsonyfa";"12";"6";"5";" ";
"Nemesnép";"4";"1";"1";" ";
"Nova";"15";"8";"3";" ";
"Ortaháza";"11";"3";"1";" ";
"Páka";"29";"10";"5";" ";
"Pórszombat";"5";"2";" ";" ";
"Pördefölde";"5";" ";" ";" ";
"Pusztaapáti";" ";" ";" ";" ";
"Ramocsa";"3";"1";"1";" ";
"Rédics";"20";"9";"8";" ";
"Resznek";"11";"3";"1";" ";
"Szécsisziget";"9";"2";"1";" ";
"Szentgyörgyvölgy";"12";"6";"3";" ";
"Szijártóháza";"2";"2";"1";" ";
"Szilvágy";"2";"2";"1";" ";
"Tormafölde";"13";"7";"5";" ";
"Tornyiszentmiklós";"11";"3";"2";" ";
"Zalabaksa";"36";"21";"9";" ";
"Zalaszombatfa";"2";" ";" ";" ";
"Zebecke";"5";"1";"1";" ";
"Letenyei járás";"871";"386";"202";" ";
"Bánokszentgyörgy";"34";"16";"7";" ";
"Bázakerettye";"25";"9";"6";" ";
"Becsehely";"100";"37";"18";" ";
"Borsfa";"24";"8";"4";" ";
"Bucsuta";"8";"3";"3";" ";
"Csörnyeföld";"30";"16";"8";" ";
"Kerkaszentkirály";"3";"1";" ";" ";
"Kiscsehi";"4";"3";"1";" ";
"Kistolmács";"13";"3";"1";" ";
"Lasztonya";"16";"10";"5";" ";
"Letenye";"246";"126";"64";" ";
"Lispeszentadorján";"27";"17";"11";" ";
"Maróc";"12";"4";"2";" ";
"Molnári";"21";"5";"3";" ";
"Murarátka";"17";"4";"1";" ";
"Muraszemenye";"42";"14";"7";" ";
"Oltárc";"15";"9";"2";" ";
"Petrivente";"23";"7";"4";" ";
"Pusztamagyaród";"38";"23";"18";" ";
"Semjénháza";"11";"4";"3";" ";
"Szentliszló";"16";"9";"5";" ";
"Szentmargitfalva";"13";"2";" ";" ";
"Tótszentmárton";"53";"28";"15";" ";
"Tótszerdahely";"31";"8";"5";" ";
"Valkonya";"6";"3";" ";" ";
"Várfölde";"7";"5";"4";" ";
"Zajk";"36";"12";"5";" ";
"Nagykanizsai járás";"3936";"1903";"1230";" ";
"Alsórajk";"17";"6";"5";" ";
"Balatonmagyaród";"22";"4";"3";" ";
"Belezna";"59";"30";"23";" ";
"Bocska";"34";"22";"11";" ";
"Börzönce";"11";"7";"7";" ";
"Csapi";"12";"3";"3";" ";
"Eszteregnye";"36";"14";"8";" ";
"Felsõrajk";"29";"14";"5";" ";
"Fityeház";"27";"10";"7";" ";
"Fûzvölgy";"3";"1";" ";" ";
"Galambok";"82";"33";"10";" ";
"Garabonc";"68";"20";"16";" ";
"Gelse";"59";"27";"16";" ";
"Gelsesziget";"17";"6";"3";" ";
"Hahót";"79";"47";"38";" ";
"Homokkomárom";"19";"11";"4";" ";
"Hosszúvölgy";"20";"11";"7";" ";
"Kacorlak";"11";"7";"6";" ";
"Kerecseny";"23";"13";"7";" ";
"Kilimán";"10";"8";"4";" ";
"Kisrécse";"28";"13";"9";" ";
"Liszó";"17";"10";"5";" ";
"Magyarszentmiklós";"9";"3";"3";" ";
"Magyarszerdahely";"23";"12";"7";" ";
"Miháld";"63";"29";"19";" ";
"Murakeresztúr";"82";"36";"22";" ";
"Nagybakónak";"40";"22";"9";" ";
"Nagykanizsa";"2148";"1129";"771";" ";
"Nagyrada";"28";"12";"11";" ";
"Nagyrécse";"32";"10";"5";" ";
"Nemespátró";"18";"7";"3";" ";
"Orosztony";"54";"23";"15";" ";
"Pat";"6";"3";" ";" ";
"Pölöskefõ";"16";"13";"10";" ";
"Pötréte";"11";"6";"4";" ";
"Rigyác";"30";"13";"10";" ";
"Sand";"20";"9";"1";" ";
"Sormás";"33";"10";"5";" ";
"Surd";"29";"14";"13";" ";
"Szepetnek";"89";"32";"19";" ";
"Újudvar";"37";"15";"3";" ";
"Zalakaros";"64";"27";"16";" ";
"Zalakomár";"295";"89";"42";" ";
"Zalamerenye";"6";"3";"3";" ";
"Zalasárszeg";"5";"2";"1";" ";
"Zalaszabar";"31";"20";"17";" ";
"Zalaszentbalázs";"45";"23";"18";" ";
"Zalaszentjakab";"34";"23";"5";" ";
"Zalaújlak";"5";"1";"1";" ";
"Zalaegerszegi járás";"3330";"1631";"940";" ";
"Alibánfa";"11";"6";"1";" ";
"Almásháza";"3";"3";"1";" ";
"Alsónemesapáti";"30";"18";"7";" ";
"Babosdöbréte";"18";"11";"8";" ";
"Bagod";"36";"11";"6";" ";
"Bak";"32";"15";"9";" ";
"Baktüttös";"34";"16";"12";" ";
"Becsvölgye";"39";"27";"16";" ";
"Bezeréd";"4";"2";"1";" ";
"Bocfölde";"46";"27";"16";" ";
"Boncodfölde";"7";"1";" ";" ";
"Böde";"12";"8";"2";" ";
"Búcsúszentlászló";"12";"5";"2";" ";
"Csatár";"14";"7";"5";" ";
"Csertalakos";"1";" ";" ";" ";
"Csonkahegyhát";"7";"2";"1";" ";
"Csöde";"1";" ";" ";" ";
"Dobronhegy";"8";"4";"1";" ";
"Egervár";"33";"12";"9";" ";
"Gellénháza";"26";"8";"5";" ";
"Gombosszeg";" ";" ";" ";" ";
"Gõsfa";"11";"6";"2";" ";
"Gutorfölde";"19";"6";"3";" ";
"Gyûrûs";"2";"1";" ";" ";
"Hagyárosbörönd";"12";"6";"5";" ";
"Hottó";"6";"2";"1";" ";
"Iborfia";"1";" ";" ";" ";
"Kávás";"9";"4";"2";" ";
"Kemendollár";"10";"4";"3";" ";
"Keménfa";"5";"3";" ";" ";
"Kisbucsa";"22";"8";"6";" ";
"Kiskutas";"10";"8";"6";" ";
"Kispáli";"8";"2";"1";" ";
"Kustánszeg";"25";"17";"9";" ";
"Lakhegy";"19";"10";"8";" ";
"Lickóvadamos";"6";"3";"2";" ";
"Milejszeg";"21";"15";"7";" ";
"Misefa";"9";"6";"4";" ";
"Nagykapornak";"31";"18";"15";" ";
"Nagykutas";"18";"11";"6";" ";
"Nagylengyel";"8";"5";"3";" ";
"Nagypáli";"13";"5";"2";" ";
"Nemesapáti";"24";"7";"3";" ";
"Nemeshetés";"17";"6";"4";" ";
"Nemesrádó";"20";"15";"12";" ";
"Nemessándorháza";"17";"6";"1";" ";
"Nemesszentandrás";"15";"8";"6";" ";
"Németfalu";"6";"3";"1";" ";
"Orbányosfa";"3";" ";" ";" ";
"Ormándlak";"6";"3";" ";" ";
"Ozmánbük";"8";"2";"1";" ";
"Pacsa";"113";"66";"24";" ";
"Padár";"9";"2";"1";" ";
"Pálfiszeg";"8";"5";"3";" ";
"Pethõhenye";"19";"9";"4";" ";
"Petrikeresztúr";"11";"4";"3";" ";
